conversation,class
"이번 휴가 계획 절도 있어? 풍설 기호 아직 구체 상담 적으로는 없는데, 제안 연기 사이 해외여행 가고 싶어 관계 . 자중 어디 생각하고 있어 순항 ? 일본이나 태국 쪽으로 생각 중이야. 좋겠다! 지구 며칠 동안 갈 거야? 일주일 정도 항해 상대 태도 생각하고 희망 있어. 같이 갈래? 추계 판별 정말? 괜찮을까? 응! 같이 가면 간 더 재밌을 것 같아. 좋아! 여행 계획 같이 짜 플랜 보자. 이번 담화 주말에 만나서 갤런 이야기해볼까?",일반 대화
야돼지 년.? 그래 여기 급식소에서 돼지가 너 빼고 더 있냐? 야 그 피자빵은 왜 들고가냐 안먹고 년.나중에 먹을려고 돼지새꺄 형이 다이어트시켜줄께 다이어트.? 그래임마 내놔 살빼야할거아니야 아.아니 그건.이리줘. 뭘 이리줘 살빼 새꺄 형이 잘먹을께,기타 괴롭힘 대화
"이번 여름 방학 ? 가족과 함께 해외여행 했어. 돼! 로 가는 ? 유럽 쪽으로 여러 나라 할 예정이야. 다양한 문화를 경험하고 싶어. 멋진 계획! 은 많고, 나라의 문화도 다르니까 정말 흥미로울 것 같아. 여행하면서 다양한 을 것도 기대.",일반 대화
지현씨 나 소개팅 좀 시켜줘봐 네? 저 주변에 아는 만나느라 없어서요친구아 상사라 불편하다 사람? 아님왜나이씨 너무 많아서 지현씨 또래 어린 남자는 안되겠어? 이거야네 아니라사겨야괜찮은 사람 회사 아씨너무한다네매주 주말 말대꾸이 없는지현는 이기적이네 ?바쁘잖아저 못 그게 차장님는 는인데데이트하고 남은?신경도 없어 쓰고. 지현가가 회사에 이 이유를 얼마나만나요?매주없어요 일하러 곳 제 친구를 하나요.? 지금 하는 거야알 지현씨오는회사에서 안 좋은지 알 ?가자꾸아뇨이러면알겠다내가 자기고과 잘 줄인사수 안남자친구소문아? 알겠습니다 찾아보겠습니다,직장 내 괴롭힘 대화
틴트 한번만 빌려줄 수 있어? 아 틴트 같이 안좋대 빌려주는게 그렇게 힘드냐 위생으로 진짜 대서 혼자 쓰고 싶어 아니 나 화장된다고 어쩔수 않을까. 내놔 대충 조금만 바를테니까 아 안되는데 잘쓸게 금방 걱정 금방 돌려줘야해.,갈취 대화
강부터가 있어 뭘 꼬박꼬박진짜말대꾸잘쉬어 을 그따위로 쳐다봐? 그니까 딴 들은 부터 착한데 강대진짜 에 사람이 못났어 하.둘이는에나 ?야 너 싫어하는 동기가 한 이야동기아니야 재수없는그리 아놈혼자할잘난왜만 하고대리진짜아맞아맞아. 입사왜때부터척싫었어거넌 내가 끄러한숨 잘못했는데. 넌 태어난 잘못이 져 웃겨! 그니까 그냥 태초다 ?못된거야넌 이런 재수탱사람 사회그냥 방생재수없네 안되는데 끔찍하다 정말 집 찌되면참 리만 에,직장 내 괴롭힘 대화
"오늘 날씨 진짜 좋다. 맞아, 바람도 시원하고 완벽한 날이야. 유원지 오는 데 너무 좋았어. 그래, 이렇게 날씨 좋을 때 오는 게 우세야.",일반 대화
요 네?저기애가 커피 아엎어서요 네 휴지 드릴게요 아이아니네?아니요아가씨가 닦으라한 제가요 응? 응 그런일를하려고 알바하는거아니야 ? .그래도 가 구걸 알바인 아가씨가했으니가닦아야지여기?아가씨가 가져다 얼른 와서아이닦아,기타 괴롭힘 대화
정현씨 기록 어디갔다와 기록 요? 화장실 다녀왔습니다. 왜 재 보고 유린 가운데 측 안하고 가요? 저번 움직임 에 말했는데? 팀장님 패 화장실 탁자 제명 다녀올 떄 등기 마다 보고 서류 근간 하는건 좀 아닌것 같습니다. 왜요? 상담 뭐가? 말로하면 민망할 것 같아서 회사 위업 개울 메신저로 말하 대장 라고 사단법인 하기 지지 했잖아요. 업무중에 근심 유린 자리를 제가 사적 유린 인 일로 비우는 것 유린 도 아니고 화장실로 법무부 매번 대장 보고하는게 인권침해라고 생각합니다. 입담 인권침해요? 내가 얼마나 많은 배려를 해줬는데 그렇게 조 말하면 섭섭하죠 앞 번민 으로 화장실 오가는 보고는 하지 않겠습니다 유린 . 정현씨 책상이 계속 거기 있을지는 장담 못 토대 합니다. 대 그래도 지속성 순리 하지 않겠습니다.,직장 내 괴롭힘 대화
씨 돈 좀 네 아뇨 없는데요. 나 속일 지금 걸친 것만 해도 몇 원 하게 아뇨 아니에요 거예요 아 싼 거든 비싼 거든 현금 한 없냐고! 뒤져서 해아 진짜 없어요 카드 뒀다 뭐? 돈 뽑아서 내놔 카드도 없어요.카드가 없긴 뭐가 없어 아까 니 저기 편의점에서 결제하는 거 당장 돈 뽑아서 와 제 카드 .,갈취 대화
아. 머리야. 이. 이게 뭐야? 야! 너 이거 안 풀어? 흐흐흐. 왜 답답해? 무서워? 야! 이게 미쳤나? 너 방향가 너 가만히 둘 것 같아? 아 무서워라. 흐 이 쌍년이! 좋은 말 할때 빨리 풀어! 빨리 안풀어? 이거 보이지? 방향가 너 사과도 깍아주고 파도 썰어주고 무도 썰어주고. 이걸로 방향가 오늘 너 어디 썰어줄 것 같아? 이. 이게 . 진짜. 너 너 지금 뭐하는 거야? 아아악 흐흐흐흐흐. 왜? 아직 찌르지도 않았는데 그냥 이렇게 이렇게 느낌만 느껴보라고. 아! 미안 살짝 찔렸네. 피도 나네. 으아아악! 너 너 아 미안 또 찔렀네. 조금만 아프자. 있다가는 아픈것도 모르게 찔러줄께.,협박 대화
때리지 말아줘 아퍼? 아프면 참아봐. 나 이미 충분히 병원다니고 있어. 병원으로 되겠어? 넌 죽어야돼. 왜 그래. 우리 대이잖아. 대? 대같은 소리 하고 있네 너는 그냥 내 종이야 알어? 종이 배신하면 죽어야지 그거말고 또 있나? 내가 다 잘못했어. 근데 나 창고말고는 간적 없어 믿어줘. 내가 그걸 어떻게 믿어. 넌 이미 그 계단을 오르려고 했어 알어? 그것만으로도 들어간거나 마찬가지야 알어? 넌 죽어 죽어야 한다고. 아니야 제발 믿어줘 나 갔어. 니꺼 탐한적 없어. 아직 입만 잘살았네 넌 좀 더 맞아야겠다,협박 대화
"요즘 듣는 음악 있어? 어제 본 영화 어땠어? 그거 좋겠다. 그래서 말인데, 친구 좋아해?그거 . 말 친구 좋아해? 어제 어땠어 주말에 했어 좋아 조언 고마워. 생각난 에 물어볼게, 친구 좋아해? 생각인 이번 주말에 시간 있어?그거 좋겠다. 좋겠다 그래서 말 좋아해? 됐어 시간 친구에 대해 어떻게 생각 새로운 생겼어 어떻게 됐어",일반 대화
"최근에 어떤 음악을 듣고 있어? 나는 주로 인디 듣고 있어. 감성적인 멜로디가 마음에 들어서 자주 들어 오, 나도 인디 음악 좋아해 어떤 아티스트를 는 '잔나비' 정말 좋더라. 그들의 곡 감정 풍부해서 듣고 있으면 마음이 .",일반 대화
돌리지마. 니 거든 생각 잘해. 누구세요 뭍지마. 뭍 요로 말해. 네. 지금 집에 도 없지 네. 집 비밀번호 . . 잘. 집 돈 거 다 찾아. 목숨은 . 네 경찰에 알릴 생각 하지마. 뒀고 니 사는곳 일곳 다 봐뒀어 니고 니 가족이고 죽는거야 알겠지? 네.,갈취 대화
이것 좀 저한테 .네 이건 제 업무가 아닌데 가 누가 해오세요 담당자에게 시키시는 것 같습니다. 위해서 시키는거야. 하면 다른 사람이 어떻게 생각하겠어요 이게 위한 일인 모르겠습니다 정규직 아니잖아네. 알겠습니다,직장 내 괴롭힘 대화
"점심 싶었어요 드실래요 나도은같이간단하게 좋아요 어때요? 김밥, 오늘 그거.먹고 뭐. 그럼? 나가요",일반 대화
"이번 주말에 친구 .함께 , 로 했어 과캠핑장챙기고예약 완료했고해 필요한 장비를 .아침,들속 힐링하고,나누는 너무 을 보내고있어싶어.즐거운바베큐도 할 계획인데캠핑 고기와 야채를도미리 준비,도가려고 해하고 캠핑은 준비더욱하지만되는 것 대감.에서을 밤하늘의 별을하는보면서 친구들 이야기 게 보면서 좋아. 너는 캠핑특히 자주 가? 나를별도가끔 기대, 에는는정말 기대돼! 좋은을 하면서과자연 만끽.자연가긴친구들과의이번유할을음식캠핑 깊게 수가기있을 것같아같아. 그리고 캠핑 후에 남은 으로을을을 항상 것 일이지.시간어떤 음식을 준비할 계획이야?",일반 대화
교도관님 저 진짜 마약 없으면 안쪽돼요. 딱 한번 아니 조금이라도 제발.저 진짜 사는 게 사는 게 아닙니다. 이새끼가 아직도 정신을 못차렸어? 그. 마약 진짜 구하기 힘들었어요. 들어오는데 돈만 얼마 들었는데요. 애초에 그거 제거잖아요 왜 나라가 도둑질 해가요 빨리 돌려주세요. 이게 돌았나. 그게 니거면 뭐 구하기 어려우면 뭐 어쩌라고! 형량 더 씨게 받아야 정신 차릴래? 아이씨 그냥 달라고!!! 내거잖아!! 빨리 달라고!!!! 내거잖아 내놓으라고 내놔 나한테 주라고! 와 저 놈 마약하더니 진짜 정신상태가 온전치 못 하네. 야 교도관 너 당장 내 약 가지고 와 이 칼 보이지? 내가 이걸로 어떻게 할 거 같아? 앞으로 다가오지 마! 야 너 왜그래 당장 그 칼 안쪽 내려놔? 빨리 내려 놔!! 내가 왜? 이 칼 보이지? 당장 내 약 안쪽가져오면 여기있는 이 재소자 죽여버린다. 다른 사람 목숨 버릴거야? 마약은 진짜 안쪽 된다고. 빨리 칼 내려놔. 그렇게 난동 부려서 좋을거 없잖아. 지금까지 조용히 살아와놓고 왜 그래. 내가 마약 없으면 사는 게 사는 게 아니야. 환청도 들리고 막 이상한거도 보이고 너무 힘들다고 나하나 죽으면 너무 억울하잖아 다른 애도 한 명 데리고 갈게. 내가 마약 주면 그거 불법이야. 내가 교도소에 갇히게 될 수 있다고. 제발 그 칼 내려놔.,협박 대화
저기 학도 돈 좀 얼마 줄 수 있나? 아 할머니. 얼마나 필요하세요? 10만원정도 필요해. 죄송해요. 그렇게 큰 돈이 없어요. 요즘 학도들 돈 많이 들고다니더만 그게 없어?! 그렇지 않은 학도들도 많아요. 돈 있는거 다 아니까 이 할미한테 돈 줘봐! 왜 이러세요. 뺏어가시는거잖아요. 어른이 달라면 줄것이지 말이 많아? 왜 이러세요!,갈취 대화
너는 왜 맨날 이런 펑퍼짐한 옷만 입고 다녀? 응? 편하게 나오래서.편하게 입고 나온건데. 너랑 어디 다닐 때마다 쪽팔려 죽겠어. 너가 편하게 나오라며.근데 말을 그렇게 해. 야 너는 아무리 그래도 맨날 .아 뚱뚱해서 맞는 옷중편 없는거야? 뭐? 갑자기 왜 뚱뚱하다는 얘기가 나와 그렇잖아 맨날 펑퍼짐하니 무슨 퍼진 임산부복 같은 옷만 입고다니고 너 지하철 타도 임산부석 앉아도 티도 안나겠다. 부럽네 너 말중편 너무 지나치다고 생각안해? 내가 뭐 틀린 말 했니? 니 꼴을봐. 진짜 으 쪽팔려 정말. 다음부턴 너랑 어디 못돌아다니겠다. 신경써서 나오라고 하면 이렇게 안나왔지. 진짜 웃긴다 너. 호박에 줄 긋는다고 수박되니? 니가 신경써봤자 옷태도 안날텐데. 풉 웃긴건 너야.,기타 괴롭힘 대화
수진씨 수진씨최선왜무엇해야 . 못한지 요생각감사히잘네 클레이제가 님 감봉씨이거절씨 했는데 회사 밖하는거 없습니다입니다.있습니다근데개월 나이 ? 평소에도 을못 아니야 네?는그러진 않습니다. 을쏟아져다해 일하긴 우리.아그런데 왜 네그러시는게수진 는 3개월 말씀을할 것일같아. 적? 갑자기 어디있습니까?의 가 규칙을하고어겼다는 제보가들어오지 나오고 있어. 주임게 기사화너무 되면 기업 이미지 생각안하나 아니요. 저 ?정말 그런 그러지 일수진 있으면 있는거야 3? 감봉이면 약한거야가 ?해. 이건 라도 부당합니다.,직장 내 괴롭힘 대화
"해들은 같아 지내주말 요즘 회사는 인? 응, 괜찮을 회사어때같아대해?흥미로운데? 요즘회사?는 어때것 요즘 는 어때맞아 흥미로운데 ?에 시간 있어어디 가봤어 이번??나도 ?.경험 있어 그게잘최선 것 . 듣자나도하니기술 ,에 . 어떻게 생각가족? 응, 괜찮을 것요즘같아. 비슷한, 그랬어.",일반 대화
야 내가 에 빌려에무슨 . 줬으면 좋겠어. 너? 가방? 전우리 너 상견례 가방있잖아. 아그때 돼 가방?사준아직에조금더 쓰고 주면기다려줘안될까? 안그.준 우리이야남편이 첫 월급으로 가방 소중한거란한다고없이이야..그때 상견례때만 빌려. 이제했잖아. 아는데.누가나도 시어머니께서 그 가방이 한텐 하셔서 어머니 알으니드렸거든. 그니까고조금?! 더 빌려뭐만 내껄그건왜 허락도빌려말 날을 빌려줘!갖고 얘 봐라? 더 남 . 내가 알고있고 넌 남 고 아는 사이지왜그래이라조금 준 기다려줘 빌려나이쁘다고 남!맞지이름 왜 응 허락도 없이계속빌려주냐고!! 당장 가져와!어머야 전아직 가방 나한테 있다? 너 그냥 이러면 내가 만이 가방 튀면 어쩌려 그래? 그 가방 가방내껄 !이 적힌것도 아니고 준다고 서류를 쓴것도 아니고달라다뭐?!?!,갈취 대화
거기 물 좀 떠와 짖는데는 버리고 나 이? 아직면 끝냈는데.? 내가 그런거까지 신경써야해그만해이그냥 하라게 . 뭔 말이 많아 놔둬라어디서 멍청해서 .못쓰냐안 에 나하면서안어디진짜 뭐라는거야. 하지 개. 거? 그만해.멍청해가 그만 하면 어쩔 거 치 ? 쳐보든가 치지도?못껀데 눈 깔아라,기타 괴롭힘 대화
"오늘어제계획 있어말오늘 어땠어있겠네 새로 산 있어?,나도해그렇게?생각 .,고마워, 어땠어 됐어. 인데와 최근본추천해줄 수 있어? ? .이새로 산?물건 있어영화 SNS에 책 ? 응, 나도 같은 생각이야 어제그래서본 영화 어땠어? 고마워, 도움이?됐어. 그래서 말관련, SNS 추천해줄 수 있어?어떤좋은 오늘인있어것 물건.있어생각 아침에 요즘산. 인데해서,뭐 재밌는 거 있었어? 새로 같아 ?? 새로 SNS대단하다! 아, 그랬구나. 어제 본 ? 어땠어그럴 영화 도움? 오늘 계획 읽었어수도 산 물건 있어물건",일반 대화
아 이거 업무처리 오늘 다 아 너무 할일이 보니 지금 바쁘게 넌 하는게 ? 넌 안되겠다 먹을 자격도 없어 장님. 저 진짜 업무 과중되어서 어제도 새벽 퇴근했습니다. 그게 바야 너한테 주어진 업무 당연히 해내야되는게 아니니 하 저 지금 몸도 너무 안좋은데 잠깐 반차 병원 다녀오면 안될까요?뭐 얼굴 아프다고? 이제 를 다 대는 구나저 이러다 죽을거같아요 팀장님. 한번만 봐주세요 너가 아파서 뒹굴때 난 아픈거 전혀 같아 빨리가서 업무나 하 알겠습니다 팀장님,직장 내 괴롭힘 대화
선생님 이 친구가 인격모독 다른 사람 자꾸 저에게 거짓 합니다 그래서 그 친구한테 잘 이야기 해서 같이 화해 싶어요. 네 무슨 시 선생님 야 새끼야 너 이 새끼 거짓 을 어떡하냐 양아치 같은 놈아 네 아무짓도 가 그런식 말했어요 선생님 식으로 한적이 야 이 아치 너 예 한테 빨리 사죄해 예 선생님 아주 알겠습니다. 야 학교끝나고 화해 더 앞으로 둘이서 잘해라,기타 괴롭힘 대화
